,song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
99,Virginia To Vegas - Colourful.mp3,happy,75.99954044,88244,1242.873239,0.299994317,0.304915823,0.092973659,0.42730867,0.288679492,0.083335849,0.244048053,0.154187811,0.023773881,13.35849324,79.87583967,6380.149763,-3.459605727,34.76558598,1208.645968,0.011659374,3.345569352,11.19283429,0.235651404,0.096990474,0.009407152,2837.361378,962.1075008,925650.843,2596.850836,588.7254736,346597.6832,21.87556293,7.22227193,52.16121183,5953.293168,1872.215202,3505189.764,2.796329854,3.593831243,12.915623,-0.01958232,0.088407041,0.007815805,0.133680031,0.078879364,0.006221954,5.31E-06,0.192982614,0.03724229,-6.56E-05,0.119043402,0.014171332,3.653659864,1.862571478,3.469172512
100,21guns-greenday.mp3,angry,78.30255682,82719,1165.056338,0.333812845,0.298081491,0.088852575,0.466381691,0.274359561,0.075273169,0.251350002,0.141973624,0.02015651,9.6901957,56.20265964,3158.738951,0.463643116,34.91135944,1218.803018,0.012239949,2.667645237,7.11633111,0.193429887,0.082047246,0.006731751,2165.373752,745.5362922,555824.3629,2274.577377,494.7867742,244813.9519,22.15866767,6.846101192,46.86910154,4552.939136,1576.052775,2483942.35,2.404558176,3.082379706,9.501064652,-0.006490544,0.083710089,0.007007379,0.091793285,0.048666413,0.00236842,-6.04E-07,0.172303736,0.02968858,-0.000150302,0.075170398,0.005650588,6.698956916,3.585325669,12.85456015
101,No Love feat Lil Wayne.mp3,angry,129.1992188,165664,1284.217054,0.443970572,0.278183826,0.077386241,0.318967505,0.286054694,0.081827288,0.197108602,0.210906454,0.044481532,8.714407788,59.0436875,3486.157034,6.117972144,30.75860356,946.0916931,0.004982109,2.152930756,4.635110838,0.193632498,0.069188379,0.004787032,2536.776595,1171.616789,1372685.9,2555.145845,582.2715653,339040.1758,20.07207173,6.764242938,45.75498253,5412.883936,2191.387979,4802181.276,2.414456428,2.865393302,8.210478776,0.014643362,0.108633108,0.011801152,0.109562263,0.093391689,0.008722008,-6.87E-06,0.158111379,0.024999209,-0.000155604,0.092393503,0.00853656,6.590984127,4.203018809,17.66536711
102,Try Try Try-Jason Mraz.mp3,relax,172.265625,217404,1333.766871,0.398692656,0.316409618,0.100115046,0.509548547,0.281355755,0.079161061,0.260273551,0.124863975,0.015591012,13.38721271,81.23129907,6598.523949,2.819634025,52.34535122,2740.035794,0.012025601,4.824975251,23.28038617,0.218583718,0.1040411,0.010824551,1913.30502,1154.673504,1333270.902,2275.952341,615.0546894,378292.2709,20.19128542,7.305517727,53.37058925,3978.525942,2367.847235,5606700.527,2.282309301,3.113932763,9.696577251,0.007012953,0.068732586,0.004724168,0.078944534,0.086960833,0.007562186,3.22E-05,0.162670329,0.026461635,-2.97E-05,0.130350709,0.016991308,4.186557823,1.165588529,1.358596619
103,Jessica Ashley - So Wrong.mp3,angry,89.10290948,114078,1267.533333,0.381638524,0.302236347,0.091346809,0.555872992,0.25457219,0.064807,0.268506901,0.106006497,0.011237377,5.267404258,29.48060164,869.1058733,3.259730951,32.53517993,1058.537933,0.003477589,3.266771272,10.67179454,0.151407465,0.06299632,0.003968537,2587.435798,869.0086475,755176.0294,2400.486153,396.1908264,156967.1709,20.1897853,7.299041791,53.27601107,4998.961439,1545.839432,2389619.548,2.049335862,2.507309108,6.286598963,0.001775328,0.052161831,0.002720857,0.140004444,0.071733335,0.005145671,-3.67E-07,0.09490937,0.009007789,8.71E-05,0.104323164,0.010883322,3.263564626,2.096987856,4.39735807
104,U2 - The Miracle(Of Joey Ramone).mp3,angry,135.9991776,171249,1277.977612,0.354932164,0.300999582,0.090600748,0.545752006,0.253296094,0.064158911,0.267629773,0.108201838,0.011707638,5.576703896,46.8831339,2198.028244,1.177094891,33.46346334,1119.803378,0.010961119,2.242230093,5.027595789,0.144704759,0.068814173,0.00473539,2662.790535,936.2670317,876595.9546,2694.848472,477.0468465,227573.6938,20.06457467,6.789788007,46.10122118,5834.385554,1630.990783,2660130.933,1.726999388,2.082926501,4.338582807,0.010269334,0.057558789,0.003313014,0.114561099,0.076354937,0.005830076,1.95E-06,0.115234405,0.013278968,2.27E-05,0.069872491,0.004882165,3.257759637,1.774619879,3.149275714
105,pedalo.mp3,relax,99.38401442,125549,1281.112245,0.254086231,0.304724317,0.092856909,0.402902659,0.290523452,0.084403876,0.238060949,0.163279876,0.026660318,2.859654048,43.84298234,1922.2071,-9.741478458,66.29038412,4394.415026,0.00802552,3.807109129,14.49407992,0.08596655,0.071202882,0.00506985,1616.281805,1062.779863,1129501.036,1743.036717,671.277151,450613.0135,22.87710112,6.509718191,42.37643092,2762.27913,2014.496371,4058195.628,0.756650761,1.168313614,1.3649567,-0.008328774,0.092814364,0.008614506,0.085604925,0.073356547,0.005381183,-1.14E-06,0.097190261,0.009445947,1.51E-05,0.034003235,0.00115622,4.666049887,2.608330435,6.803387656
106,family of the year - hero.mp3,relax,117.4538352,148408,1279.37931,0.270777653,0.294341307,0.086636805,0.449890969,0.269100704,0.072415189,0.248063036,0.147641672,0.021798063,8.420339859,55.7421218,3107.184143,-4.923356158,42.66765735,1820.528984,0.008427966,2.373062939,5.631427713,0.180962488,0.071825929,0.005158964,1787.0173,687.6182308,472818.8314,2094.368303,457.9220234,209692.5795,23.81861618,6.971655899,48.60398598,3745.381519,1431.919404,2050393.18,1.873699519,2.274019718,5.171165676,-0.000545538,0.089738978,0.008053084,0.07494248,0.042132331,0.001775133,-2.99E-06,0.170891449,0.029203886,-7.46E-05,0.053681437,0.002881697,2.337088435,1.141498143,1.303018009
107,along the wall.mp3,sad,99.38401442,126771,1280.515152,0.26703053,0.299722409,0.089833523,0.439293097,0.275093013,0.075676166,0.239701252,0.160862187,0.025876643,7.358432821,47.0781498,2216.352188,-1.290232151,51.23919853,2625.455466,0.007389813,2.408917558,5.802883799,0.161442801,0.081078969,0.0065738,1648.691205,853.2702756,728070.1632,1932.623569,779.9234725,608280.623,23.23543658,6.212426276,38.59424023,3354.204718,1864.204364,3475257.911,1.720021503,2.181432379,4.758647224,0.018850086,0.092467621,0.008550261,0.071718954,0.045422122,0.002063169,-5.26E-05,0.157754928,0.024886616,2.62E-05,0.054904748,0.003014531,4.911020408,2.576447286,6.638080619
108,U2 - With Or Without You.mp3,sad,107.6660156,135973,1270.775701,0.392887337,0.303852789,0.092326518,0.391736145,0.296594692,0.087968411,0.223663224,0.182505056,0.033308096,3.508622279,23.78768902,565.8541488,1.40968023,74.57364229,5561.228125,0.012997724,3.601320109,12.96950653,0.114216171,0.045056593,0.002030096,1173.867169,813.9303412,662482.6004,1750.64839,691.2477992,477823.5199,23.2702206,7.562487929,57.19122368,2584.317706,1902.474646,3619409.778,0.855978336,1.021762116,1.043997821,-0.003305046,0.089107995,0.007940235,0.042180206,0.026065942,0.000679433,4.54E-06,0.112546019,0.012666607,-2.87E-05,0.027455658,0.000753813,2.676099773,1.317635247,1.736162643
